task,split,step,loss
control,eval,92500,1.0730451345443726
control,eval,92750,1.0733445882797241
control,eval,93000,1.066130518913269
control,eval,93250,1.0673723220825195
control,eval,93500,1.0721495151519775
control,eval,93750,1.071676254272461
control,eval,94000,1.0690175294876099
control,eval,94250,1.0685672760009766
control,eval,94500,1.0704530477523804
control,eval,94750,1.0687655210494995
control,eval,95000,1.0728521347045898
control,eval,95250,1.0654789209365845
control,eval,95500,1.0650544166564941
control,eval,95750,1.0730258226394653
control,eval,96000,1.0713465213775635
control,eval,96250,1.066678524017334
control,eval,96500,1.065954566001892
control,eval,96750,1.0755329132080078
control,eval,97000,1.0711549520492554
control,eval,97250,1.069881558418274
control,eval,97500,1.0687702894210815
control,eval,97750,1.0714303255081177
control,eval,98000,1.0731432437896729
control,eval,98250,1.0701353549957275
control,eval,98500,1.0705218315124512
control,eval,98750,1.0734761953353882
control,eval,99000,1.0730020999908447
control,eval,99250,1.0733070373535156
control,eval,99500,1.0723546743392944
control,eval,99750,1.0686440467834473
control,eval,100000,1.0765875577926636
control,eval,100250,1.075317144393921
control,eval,100500,1.0728248357772827
control,eval,100750,1.0707688331604004
control,eval,101000,1.0756100416183472
control,eval,101250,1.0766669511795044
control,eval,101500,1.0733046531677246
control,eval,101750,1.071992039680481
control,eval,102000,1.0792365074157715
control,eval,102250,1.0782419443130493
control,eval,102500,1.077876329421997
control,eval,102750,1.0757579803466797
control,eval,103000,1.0723720788955688
control,eval,103250,1.0791083574295044
control,eval,103500,1.0779047012329102
control,eval,103750,1.0772472620010376
control,eval,104000,1.0759479999542236
control,eval,104250,1.0813078880310059
control,eval,104500,1.080100655555725
control,eval,104750,1.0804216861724854
control,eval,105000,1.078237533569336
control,eval,105250,1.0821609497070312
control,eval,105500,1.082328200340271
control,eval,105750,1.0819380283355713
control,eval,106000,1.078808069229126
control,eval,106250,1.0798054933547974
control,eval,106500,1.082588791847229
control,eval,106750,1.0825023651123047
control,eval,107000,1.0829815864562988
control,eval,107250,1.0816410779953003
control,eval,107500,1.084096908569336
control,eval,107750,1.083620548248291
control,eval,108000,1.0814623832702637
control,eval,108250,1.0820399522781372
control,eval,108500,1.0842338800430298
control,eval,108750,1.0855542421340942
control,eval,109000,1.083790898323059
control,eval,109250,1.0831173658370972
control,eval,109500,1.0846467018127441
control,eval,109750,1.0857845544815063
control,eval,110000,1.0856976509094238
control,eval,110250,1.0833055973052979
control,eval,110500,1.0836588144302368
control,eval,110750,1.0862780809402466
control,eval,111000,1.085552453994751
control,eval,111250,1.0860451459884644
control,eval,111500,1.0846710205078125
control,eval,111750,1.0870928764343262
control,eval,112000,1.0871427059173584
control,eval,112250,1.086309790611267
control,eval,112500,1.0854618549346924
control,eval,112750,1.0877621173858643
control,eval,113000,1.0877645015716553
control,eval,113250,1.0879592895507812
control,eval,113500,1.0874431133270264
control,eval,113750,1.0866600275039673
control,eval,114000,1.087922215461731
control,eval,114250,1.0885212421417236
control,eval,114500,1.088521957397461
control,eval,114750,1.0881812572479248
control,eval,115000,1.088409423828125
control,eval,115250,1.088281273841858
control,eval,115500,1.088651180267334
control,eval,115750,1.0884367227554321
control,eval,116000,1.088423728942871
control,eval,116250,1.0887516736984253
control,eval,116500,1.0886844396591187
control,eval,116750,1.0886609554290771
control,eval,117000,1.0885673761367798
control,eval,117250,1.0888326168060303
control,eval,117500,1.088819146156311
control,eval,117750,1.0889182090759277
control,eval,118000,1.088984489440918
control,eval,118250,1.0890014171600342
control,eval,118500,1.0889785289764404
control,eval,118750,1.0889893770217896
control,eval,119000,1.0890707969665527
control,eval,119250,1.0890979766845703
control,eval,119500,1.0890671014785767
control,eval,119750,1.0891022682189941
control,eval,120000,1.060052514076233
x1,train,50,3.7604196071624756
x1,train,100,2.830440044403076
x1,train,150,2.4220170974731445
x1,train,200,2.1880719661712646
x1,train,250,1.8826173543930054
x1,train,300,1.6955175399780273
x1,train,350,1.5987123250961304
x1,train,400,1.531498670578003
x1,train,450,1.4720332622528076
x1,train,500,1.4377806186676025
x1,train,550,1.4145258665084839
x1,train,600,1.3870774507522583
x1,train,650,1.3738168478012085
x1,train,700,1.359107494354248
x1,train,750,1.3420732021331787
x1,train,800,1.3250091075897217
x1,train,850,1.3141508102416992
x1,train,900,1.3022860288619995
x1,train,950,1.299269199371338
x1,train,1000,1.2971705198287964
x1,train,1050,1.2857656478881836
x1,train,1100,1.2764108180999756
x1,train,1150,1.2762867212295532
x1,train,1200,1.2657378911972046
x1,train,1250,1.2612440586090088
x1,train,1300,1.2501431703567505
x1,train,1350,1.2473543882369995
x1,train,1400,1.2459263801574707
x1,train,1450,1.2465916872024536
x1,train,1500,1.2415900230407715
x1,train,1550,1.2402101755142212
x1,train,1600,1.2306933403015137
x1,train,1650,1.2189228534698486
x1,train,1700,1.2195863723754883
x1,train,1750,1.2220780849456787
x1,train,1800,1.2140016555786133
x1,train,1850,1.2166342735290527
x1,train,1900,1.2117030620574951
x1,train,1950,1.21397864818573
x1,train,2000,1.2118860483169556
x1,train,2050,1.1944842338562012
x1,train,2100,1.2020153999328613
x1,train,2150,1.19697904586792
x1,train,2200,1.1923738718032837
x1,train,2250,1.1943976879119873
x1,train,2300,1.1950825452804565
x1,train,2350,1.1927340030670166
x1,train,2400,1.1940914392471313
x1,train,2450,1.168595790863037
x1,train,2500,1.1796948909759521
x1,train,2550,1.1803154945373535
x1,train,2600,1.1783931255340576
x1,train,2650,1.1803030967712402
x1,train,2700,1.177377700805664
x1,train,2750,1.1805577278137207
x1,train,2800,1.179436445236206
x1,train,2850,1.157607913017273
x1,train,2900,1.1668781042099
x1,train,2950,1.1629936695098877
x1,train,3000,1.1652650833129883
x1,train,3050,1.165828824043274
x1,train,3100,1.1622532606124878
x1,train,3150,1.1664670705795288
x1,train,3200,1.1685285568237305
x1,train,3250,1.1459308862686157
x1,train,3300,1.151923418045044
x1,train,3350,1.1545639038085938
x1,train,3400,1.1573033332824707
x1,train,3450,1.1450344324111938
x1,train,3500,1.1524773836135864
x1,train,3550,1.162657618522644
x1,train,3600,1.153455376625061
x1,train,3650,1.1326805353164673
x1,train,3700,1.1371409893035889
x1,train,3750,1.1457382440567017
x1,train,3800,1.1409263610839844
x1,train,3850,1.1447199583053589
x1,train,3900,1.1413902044296265
x1,train,3950,1.1453728675842285
x1,train,4000,1.147976279258728
x1,train,4050,1.125270128250122
x1,train,4100,1.1265524625778198
x1,train,4150,1.1319149732589722
x1,train,4200,1.1396220922470093
x1,train,4250,1.1368975639343262
x1,train,4300,1.1327320337295532
x1,train,4350,1.1361865997314453
x1,train,4400,1.141830563545227
x1,train,4450,1.111518383026123
x1,train,4500,1.1251113414764404
x1,train,4550,1.1302450895309448
x1,train,4600,1.1280865669250488
x1,train,4650,1.1273199319839478
x1,train,4700,1.1263755559921265
x1,train,4750,1.1267387866973877
x1,train,4800,1.1326549053192139
x1,train,4850,1.110787034034729
x1,train,4900,1.118556261062622
x1,train,4950,1.1194148063659668
x1,train,5000,1.119813084602356
x1,train,5050,1.1243586540222168
x1,train,5100,1.11985182762146
x1,train,5150,1.1168502569198608
x1,train,5200,1.1197072267532349
x1,train,5250,1.0995187759399414
x1,train,5300,1.1108314990997314
x1,train,5350,1.1107414960861206
x1,train,5400,1.1133663654327393
x1,train,5450,1.1195951700210571
x1,train,5500,1.1160151958465576
x1,train,5550,1.1129111051559448
x1,train,5600,1.1207213401794434
x1,train,5650,1.0969239473342896
x1,train,5700,1.106507420539856
x1,train,5750,1.1031033992767334
x1,train,5800,1.1051890850067139
x1,train,5850,1.1117780208587646
x1,train,5900,1.1114420890808105
x1,train,5950,1.1127660274505615
x1,train,6000,1.1155797243118286
x1,train,6050,1.0878584384918213
x1,train,6100,1.09967839717865
x1,train,6150,1.1024680137634277
x1,train,6200,1.1039810180664062
x1,train,6250,1.099075198173523
x1,train,6300,1.1036381721496582
x1,train,6350,1.1086887121200562
x1,train,6400,1.110856533050537
x1,train,6450,1.0899004936218262
x1,train,6500,1.0919729471206665
x1,train,6550,1.0963444709777832
x1,train,6600,1.096290946006775
x1,train,6650,1.1061683893203735
x1,train,6700,1.0980552434921265
x1,train,6750,1.0980278253555298
x1,train,6800,1.100460171699524
x1,train,6850,1.0789077281951904
x1,train,6900,1.0844578742980957
x1,train,6950,1.090452790260315
x1,train,7000,1.0939220190048218
x1,train,7050,1.100881814956665
x1,train,7100,1.0991841554641724
x1,train,7150,1.0946701765060425
x1,train,7200,1.1006802320480347
x1,train,7250,1.071447730064392
x1,train,7300,1.0780388116836548
x1,train,7350,1.0912110805511475
x1,train,7400,1.0886051654815674
x1,train,7450,1.0920370817184448
x1,train,7500,1.094639778137207
x1,train,7550,1.0993951559066772
x1,train,7600,1.0942492485046387
x1,train,7650,1.0758360624313354
x1,train,7700,1.0784684419631958
x1,train,7750,1.0845305919647217
x1,train,7800,1.0857949256896973
x1,train,7850,1.0877928733825684
x1,train,7900,1.0903657674789429
x1,train,7950,1.085118293762207
x1,train,8000,1.0922565460205078
x1,train,8050,1.0728954076766968
x1,train,8100,1.07317316532135
x1,train,8150,1.0793981552124023
x1,train,8200,1.0826120376586914
x1,train,8250,1.0856883525848389
x1,train,8300,1.0850892066955566
x1,train,8350,1.0830626487731934
x1,train,8400,1.0929863452911377
x1,train,8450,1.067150592803955
x1,train,8500,1.0755330324172974
x1,train,8550,1.0774787664413452
x1,train,8600,1.0812493562698364
x1,train,8650,1.0742796659469604
x1,train,8700,1.0832370519638062
x1,train,8750,1.0862798690795898
x1,train,8800,1.0864920616149902
x1,train,8850,1.0612901449203491
x1,train,8900,1.0684540271759033
x1,train,8950,1.0722837448120117
x1,train,9000,1.0729410648345947
x1,train,9050,1.0799155235290527
x1,train,9100,1.0806711912155151
x1,train,9150,1.0880553722381592
x1,train,9200,1.0831961631774902
x1,train,9250,1.056343674659729
x1,train,9300,1.065098524093628
x1,train,9350,1.071143627166748
x1,train,9400,1.0787417888641357
x1,train,9450,1.0753651857376099
x1,train,9500,1.0758671760559082
x1,train,9550,1.0813676118850708
x1,train,9600,1.0792286396026611
x1,train,9650,1.0536922216415405
x1,train,9700,1.0681090354919434
x1,train,9750,1.068252444267273
x1,train,9800,1.0704410076141357
x1,train,9850,1.075624942779541
x1,train,9900,1.075239896774292
x1,train,9950,1.0778234004974365
x1,train,10000,1.0732791423797607
x1,train,10050,1.0540159940719604
x1,train,10100,1.0632710456848145
x1,train,10150,1.0625954866409302
x1,train,10200,1.072231411933899
x1,train,10250,1.0687037706375122
x1,train,10300,1.0759869813919067
x1,train,10350,1.074374794960022
x1,train,10400,1.0745196342468262
x1,train,10450,1.0501567125320435
x1,train,10500,1.0605295896530151
x1,train,10550,1.0657639503479004
x1,train,10600,1.0656609535217285
x1,train,10650,1.0691447257995605
x1,train,10700,1.0690970420837402
x1,train,10750,1.0701050758361816
x1,train,10800,1.0788148641586304
x1,train,10850,1.047571063041687
x1,train,10900,1.0585806369781494
x1,train,10950,1.0638418197631836
x1,train,11000,1.064307689666748
x1,train,11050,1.0663566589355469
x1,train,11100,1.0698493719100952
x1,train,11150,1.0693467855453491
x1,train,11200,1.0736031532287598
x1,train,11250,1.045335292816162
x1,train,11300,1.052809238433838
x1,train,11350,1.0599743127822876
x1,train,11400,1.063906192779541
x1,train,11450,1.0638030767440796
x1,train,11500,1.0685161352157593
x1,train,11550,1.068881869316101
x1,train,11600,1.072285532951355
x1,train,11650,1.0480868816375732
x1,train,11700,1.0573949813842773
x1,train,11750,1.0591455698013306
x1,train,11800,1.059584379196167
x1,train,11850,1.06198251247406
x1,train,11900,1.063126802444458
x1,train,11950,1.0672837495803833
x1,train,12000,1.0610615015029907
x1,train,12050,1.0366050004959106
x1,train,12100,1.051038384437561
x1,train,12150,1.0585713386535645
x1,train,12200,1.0575000047683716
x1,train,12250,1.0590580701828003
x1,train,12300,1.0670734643936157
x1,train,12350,1.067671775817871
x1,train,12400,1.0664433240890503
x1,train,12450,1.044246792793274
x1,train,12500,1.0492825508117676
x1,train,12550,1.0506263971328735
x1,train,12600,1.0532106161117554
x1,train,12650,1.063867211341858
x1,train,12700,1.0606045722961426
x1,train,12750,1.064059853553772
x1,train,12800,1.0622658729553223
x1,train,12850,1.0401811599731445
x1,train,12900,1.0488409996032715
x1,train,12950,1.0514168739318848
x1,train,13000,1.0555609464645386
x1,train,13050,1.0574307441711426
x1,train,13100,1.0542832612991333
x1,train,13150,1.0659377574920654
x1,train,13200,1.0640679597854614
x1,train,13250,1.0398885011672974
x1,train,13300,1.0441081523895264
x1,train,13350,1.0554451942443848
x1,train,13400,1.051255702972412
x1,train,13450,1.053501009941101
x1,train,13500,1.059301733970642
x1,train,13550,1.059789776802063
x1,train,13600,1.0613206624984741
x1,train,13650,1.0399988889694214
x1,train,13700,1.0407732725143433
x1,train,13750,1.0460923910140991
x1,train,13800,1.0515146255493164
x1,train,13850,1.0531214475631714
x1,train,13900,1.0618993043899536
x1,train,13950,1.055152177810669
x1,train,14000,1.062688946723938
x1,train,14050,1.0328501462936401
x1,train,14100,1.0397661924362183
x1,train,14150,1.0493874549865723
x1,train,14200,1.0472527742385864
x1,train,14250,1.0559890270233154
x1,train,14300,1.057507038116455
x1,train,14350,1.0584938526153564
x1,train,14400,1.063056230545044
x1,train,14450,1.0318907499313354
x1,train,14500,1.0406805276870728
x1,train,14550,1.0456525087356567
x1,train,14600,1.0452903509140015
x1,train,14650,1.0464658737182617
x1,train,14700,1.0568478107452393
x1,train,14750,1.0623875856399536
x1,train,14800,1.0586140155792236
x1,train,14850,1.0355645418167114
x1,train,14900,1.036272406578064
x1,train,14950,1.0444657802581787
x1,train,15000,1.0477946996688843
x1,train,15050,1.0508179664611816
x1,train,15100,1.0537986755371094
x1,train,15150,1.0546536445617676
x1,train,15200,1.0549473762512207
x1,train,15250,1.0292484760284424
x1,train,15300,1.0314180850982666
x1,train,15350,1.0439833402633667
x1,train,15400,1.0457874536514282
x1,train,15450,1.0522350072860718
x1,train,15500,1.0519709587097168
x1,train,15550,1.0561603307724
x1,train,15600,1.0579428672790527
x1,train,15650,1.0316225290298462
x1,train,15700,1.0380539894104004
x1,train,15750,1.0383785963058472
x1,train,15800,1.0429438352584839
x1,train,15850,1.0536072254180908
x1,train,15900,1.051350712776184
x1,train,15950,1.0530585050582886
x1,train,16000,1.0509291887283325
x1,train,16050,1.0228458642959595
x1,train,16100,1.0354540348052979
x1,train,16150,1.0505650043487549
x1,train,16200,1.043358564376831
x1,train,16250,1.0454010963439941
x1,train,16300,1.0508320331573486
x1,train,16350,1.048830270767212
x1,train,16400,1.0573824644088745
x1,train,16450,1.02566659450531
x1,train,16500,1.0347791910171509
x1,train,16550,1.043346643447876
x1,train,16600,1.0440053939819336
x1,train,16650,1.0425351858139038
x1,train,16700,1.048540711402893
x1,train,16750,1.048368215560913
x1,train,16800,1.05232834815979
x1,train,16850,1.02388334274292
x1,train,16900,1.033423662185669
x1,train,16950,1.037617802619934
x1,train,17000,1.0411286354064941
x1,train,17050,1.0409711599349976
x1,train,17100,1.0463764667510986
x1,train,17150,1.0514410734176636
x1,train,17200,1.052962303161621
x1,train,17250,1.0183383226394653
x1,train,17300,1.0311452150344849
x1,train,17350,1.0407862663269043
x1,train,17400,1.0389683246612549
x1,train,17450,1.0447295904159546
x1,train,17500,1.0471031665802002
x1,train,17550,1.049687385559082
x1,train,17600,1.05207359790802
x1,train,17650,1.0168706178665161
x1,train,17700,1.0319924354553223
x1,train,17750,1.0365208387374878
x1,train,17800,1.0383896827697754
x1,train,17850,1.04411780834198
x1,train,17900,1.0513169765472412
x1,train,17950,1.0483711957931519
x1,train,18000,1.046634554862976
x1,train,18050,1.0215773582458496
x1,train,18100,1.028969168663025
x1,train,18150,1.033369541168213
x1,train,18200,1.0392509698867798
x1,train,18250,1.041656255722046
x1,train,18300,1.049483060836792
x1,train,18350,1.043084979057312
x1,train,18400,1.0506999492645264
x1,train,18450,1.0241405963897705
x1,train,18500,1.0284125804901123
x1,train,18550,1.0296915769577026
x1,train,18600,1.0408501625061035
x1,train,18650,1.0408313274383545
x1,train,18700,1.0422701835632324
x1,train,18750,1.0421026945114136
x1,train,18800,1.0488773584365845
x1,train,18850,1.0206081867218018
x1,train,18900,1.0269869565963745
x1,train,18950,1.0339995622634888
x1,train,19000,1.0359305143356323
x1,train,19050,1.0415818691253662
x1,train,19100,1.041507363319397
x1,train,19150,1.0423909425735474
x1,train,19200,1.047650933265686
x1,train,19250,1.0214537382125854
x1,train,19300,1.025902509689331
x1,train,19350,1.0333640575408936
x1,train,19400,1.0408486127853394
x1,train,19450,1.0376635789871216
x1,train,19500,1.041341781616211
x1,train,19550,1.0379056930541992
x1,train,19600,1.0446146726608276
x1,train,19650,1.014936089515686
x1,train,19700,1.022395372390747
x1,train,19750,1.0266847610473633
x1,train,19800,1.0406826734542847
x1,train,19850,1.0361528396606445
x1,train,19900,1.0399327278137207
x1,train,19950,1.044040560722351
x1,train,20000,1.0494612455368042
x1,train,20050,1.0153553485870361
x1,train,20100,1.0242592096328735
x1,train,20150,1.0310611724853516
x1,train,20200,1.035351276397705
x1,train,20250,1.038838505744934
x1,train,20300,1.0383377075195312
x1,train,20350,1.036367416381836
x1,train,20400,1.0495121479034424
x1,train,20450,1.0127507448196411
x1,train,20500,1.026777744293213
x1,train,20550,1.027184009552002
x1,train,20600,1.034816861152649
x1,train,20650,1.036538004875183
x1,train,20700,1.0393351316452026
x1,train,20750,1.0410438776016235
x1,train,20800,1.0453346967697144
x1,train,20850,1.0125148296356201
x1,train,20900,1.0279313325881958
x1,train,20950,1.0274142026901245
x1,train,21000,1.032575249671936
x1,train,21050,1.033674716949463
x1,train,21100,1.0369563102722168
x1,train,21150,1.0441778898239136
x1,train,21200,1.0406373739242554
x1,train,21250,1.014775037765503
x1,train,21300,1.0265594720840454
x1,train,21350,1.0292847156524658
x1,train,21400,1.032178521156311
x1,train,21450,1.0354562997817993
x1,train,21500,1.038543462753296
x1,train,21550,1.034852385520935
x1,train,21600,1.035344123840332
x1,train,21650,1.0179659128189087
x1,train,21700,1.0232399702072144
x1,train,21750,1.022761583328247
x1,train,21800,1.0276076793670654
x1,train,21850,1.0344353914260864
x1,train,21900,1.034664273262024
x1,train,21950,1.0393770933151245
x1,train,22000,1.0463734865188599
x1,train,22050,1.009423851966858
x1,train,22100,1.024109959602356
x1,train,22150,1.0231934785842896
x1,train,22200,1.0269821882247925
x1,train,22250,1.0353672504425049
x1,train,22300,1.0390276908874512
x1,train,22350,1.0373932123184204
x1,train,22400,1.0413326025009155
x1,train,22450,1.0116004943847656
x1,train,22500,1.0228328704833984
x1,train,22550,1.0272870063781738
x1,train,22600,1.0252550840377808
x1,train,22650,1.035516381263733
x1,train,22700,1.0347636938095093
x1,train,22750,1.031439185142517
x1,train,22800,1.041874647140503
x1,train,22850,1.0091288089752197
x1,train,22900,1.015924096107483
x1,train,22950,1.026333212852478
x1,train,23000,1.027622103691101
x1,train,23050,1.0326288938522339
x1,train,23100,1.0334749221801758
x1,train,23150,1.041995882987976
x1,train,23200,1.0390400886535645
x1,train,23250,1.0153226852416992
x1,train,23300,1.016634464263916
x1,train,23350,1.020552635192871
x1,train,23400,1.029691457748413
x1,train,23450,1.0298058986663818
x1,train,23500,1.0348089933395386
x1,train,23550,1.036961555480957
x1,train,23600,1.0324496030807495
x1,train,23650,1.0070326328277588
x1,train,23700,1.0219347476959229
x1,train,23750,1.0225036144256592
x1,train,23800,1.02558171749115
x1,train,23850,1.0285987854003906
x1,train,23900,1.0352482795715332
x1,train,23950,1.035125494003296
x1,train,24000,1.0360957384109497
x1,train,24050,1.0100764036178589
x1,train,24100,1.015328288078308
x1,train,24150,1.0270452499389648
x1,train,24200,1.022403359413147
x1,train,24250,1.0303329229354858
x1,train,24300,1.02748441696167
x1,train,24350,1.035893201828003
x1,train,24400,1.0344789028167725
x1,train,24450,1.0047976970672607
x1,train,24500,1.0160435438156128
x1,train,24550,1.0164122581481934
x1,train,24600,1.0241947174072266
x1,train,24650,1.0329676866531372
x1,train,24700,1.0342130661010742
x1,train,24750,1.0314143896102905
x1,train,24800,1.0369664430618286
x1,train,24850,1.0064300298690796
x1,train,24900,1.013710379600525
x1,train,24950,1.018668293952942
x1,train,25000,1.023078441619873
x1,train,25050,1.031571388244629
x1,train,25100,1.0303113460540771
x1,train,25150,1.0340346097946167
x1,train,25200,1.0362350940704346
x1,train,25250,1.0076309442520142
x1,train,25300,1.0137087106704712
x1,train,25350,1.0179877281188965
x1,train,25400,1.0224589109420776
x1,train,25450,1.03153657913208
x1,train,25500,1.0292384624481201
x1,train,25550,1.0299901962280273
x1,train,25600,1.0325161218643188
x1,train,25650,1.0049015283584595
x1,train,25700,1.0131679773330688
x1,train,25750,1.0216219425201416
x1,train,25800,1.02197265625
x1,train,25850,1.027966022491455
x1,train,25900,1.028043508529663
x1,train,25950,1.0322822332382202
x1,train,26000,1.03590726852417
x1,train,26050,1.0006471872329712
x1,train,26100,1.015383243560791
x1,train,26150,1.0184235572814941
x1,train,26200,1.0224297046661377
x1,train,26250,1.0308266878128052
x1,train,26300,1.0277676582336426
x1,train,26350,1.0252344608306885
x1,train,26400,1.0332670211791992
x1,train,26450,1.0008621215820312
x1,train,26500,1.0138438940048218
x1,train,26550,1.0176283121109009
x1,train,26600,1.0251312255859375
x1,train,26650,1.0216708183288574
x1,train,26700,1.0297634601593018
x1,train,26750,1.0296574831008911
x1,train,26800,1.0312443971633911
x1,train,26850,1.0057685375213623
x1,train,26900,1.0124177932739258
x1,train,26950,1.0127689838409424
x1,train,27000,1.0213572978973389
x1,train,27050,1.0264618396759033
x1,train,27100,1.0278575420379639
x1,train,27150,1.0295623540878296
x1,train,27200,1.0296967029571533
x1,train,27250,1.0000431537628174
x1,train,27300,1.0100674629211426
x1,train,27350,1.017411708831787
x1,train,27400,1.0201419591903687
x1,train,27450,1.0296521186828613
x1,train,27500,1.0252642631530762
x1,train,27550,1.0286206007003784
x1,train,27600,1.0315163135528564
x1,train,27650,0.9981861710548401
x1,train,27700,1.013152837753296
x1,train,27750,1.0184866189956665
x1,train,27800,1.0206458568572998
x1,train,27850,1.0249978303909302
x1,train,27900,1.0221283435821533
x1,train,27950,1.025968074798584
x1,train,28000,1.0332812070846558
x1,train,28050,0.9978561401367188
x1,train,28100,1.0103199481964111
x1,train,28150,1.0159227848052979
x1,train,28200,1.0153567790985107
x1,train,28250,1.0254117250442505
x1,train,28300,1.0246937274932861
x1,train,28350,1.0326342582702637
x1,train,28400,1.0292850732803345
x1,train,28450,0.9986156225204468
x1,train,28500,1.0047664642333984
x1,train,28550,1.0190978050231934
x1,train,28600,1.017640471458435
x1,train,28650,1.0211304426193237
x1,train,28700,1.0251299142837524
x1,train,28750,1.027644157409668
x1,train,28800,1.0305522680282593
x1,train,28850,0.9982158541679382
x1,train,28900,1.0065494775772095
x1,train,28950,1.0091418027877808
x1,train,29000,1.0206165313720703
x1,train,29050,1.0248048305511475
x1,train,29100,1.0252861976623535
x1,train,29150,1.025185227394104
x1,train,29200,1.0295356512069702
x1,train,29250,0.999559223651886
x1,train,29300,1.0090900659561157
x1,train,29350,1.0146558284759521
x1,train,29400,1.01802396774292
x1,train,29450,1.0204148292541504
x1,train,29500,1.0244534015655518
x1,train,29550,1.0233185291290283
x1,train,29600,1.027360439300537
x1,train,29650,1.0008124113082886
x1,train,29700,1.0061265230178833
x1,train,29750,1.0114548206329346
x1,train,29800,1.0135319232940674
x1,train,29850,1.0232110023498535
x1,train,29900,1.0249049663543701
x1,train,29950,1.0189661979675293
x1,train,30000,1.0303034782409668
x1,train,30050,0.9975259900093079
x1,train,30100,1.0068787336349487
x1,train,30150,1.0118820667266846
x1,train,30200,1.0174771547317505
x1,train,30250,1.0227859020233154
x1,train,30300,1.018389105796814
x1,train,30350,1.02420973777771
x1,train,30400,1.022299885749817
x1,train,30450,1.0005929470062256
x1,train,30500,1.0071336030960083
x1,train,30550,1.0123646259307861
x1,train,30600,1.0120011568069458
x1,train,30650,1.017950177192688
x1,train,30700,1.0234851837158203
x1,train,30750,1.020275354385376
x1,train,30800,1.0256445407867432
x1,train,30850,0.9985555410385132
x1,train,30900,1.002582311630249
x1,train,30950,1.0083746910095215
x1,train,31000,1.0163081884384155
x1,train,31050,1.0187417268753052
x1,train,31100,1.0177574157714844
x1,train,31150,1.0285347700119019
x1,train,31200,1.0226413011550903
x1,train,31250,0.9927436709403992
x1,train,31300,1.0009177923202515
x1,train,31350,1.011888027191162
x1,train,31400,1.0165797472000122
x1,train,31450,1.0198160409927368
x1,train,31500,1.0196537971496582
x1,train,31550,1.0235261917114258
x1,train,31600,1.0237716436386108
x1,train,31650,0.9929689168930054
x1,train,31700,1.0061500072479248
x1,train,31750,1.0074371099472046
x1,train,31800,1.0107793807983398
x1,train,31850,1.0226818323135376
x1,train,31900,1.0206187963485718
x1,train,31950,1.0245070457458496
x1,train,32000,1.0214232206344604
x1,train,32050,0.9972430467605591
x1,train,32100,0.9980413913726807
x1,train,32150,1.008607029914856
x1,train,32200,1.0128923654556274
x1,train,32250,1.018957495689392
x1,train,32300,1.019313931465149
x1,train,32350,1.0251317024230957
x1,train,32400,1.0219260454177856
x1,train,32450,0.991168737411499
x1,train,32500,0.9994462728500366
x1,train,32550,1.0092363357543945
x1,train,32600,1.0146397352218628
x1,train,32650,1.0129743814468384
x1,train,32700,1.020965576171875
x1,train,32750,1.0229493379592896
x1,train,32800,1.0247617959976196
x1,train,32850,0.9970376491546631
x1,train,32900,0.9969508647918701
x1,train,32950,1.0073049068450928
x1,train,33000,1.0078294277191162
x1,train,33050,1.0169943571090698
x1,train,33100,1.0190731287002563
x1,train,33150,1.0204886198043823
x1,train,33200,1.0215672254562378
x1,train,33250,0.9916782975196838
x1,train,33300,0.9984925985336304
x1,train,33350,1.0054746866226196
x1,train,33400,1.0117062330245972
x1,train,33450,1.015124797821045
x1,train,33500,1.0183451175689697
x1,train,33550,1.022286057472229
x1,train,33600,1.020053744316101
x1,train,33650,0.9929155111312866
x1,train,33700,0.9987701177597046
x1,train,33750,1.0075284242630005
x1,train,33800,1.0139003992080688
x1,train,33850,1.0139507055282593
x1,train,33900,1.0141681432724
x1,train,33950,1.019081473350525
x1,train,34000,1.022568941116333
x1,train,34050,0.9898218512535095
x1,train,34100,0.9983171820640564
x1,train,34150,1.0099022388458252
x1,train,34200,1.0082298517227173
x1,train,34250,1.0151002407073975
x1,train,34300,1.017520546913147
x1,train,34350,1.015669345855713
x1,train,34400,1.0232988595962524
x1,train,34450,0.988429844379425
x1,train,34500,1.0035496950149536
x1,train,34550,1.006143569946289
x1,train,34600,1.0067412853240967
x1,train,34650,1.009499430656433
x1,train,34700,1.0158910751342773
x1,train,34750,1.0194536447525024
x1,train,34800,1.0219508409500122
x1,train,34850,0.9910008311271667
x1,train,34900,1.0028295516967773
x1,train,34950,1.0044106245040894
x1,train,35000,1.00486421585083
x1,train,35050,1.0138599872589111
x1,train,35100,1.0194461345672607
x1,train,35150,1.0133013725280762
x1,train,35200,1.0150994062423706
x1,train,35250,0.9880246520042419
x1,train,35300,1.0004658699035645
x1,train,35350,1.006900668144226
x1,train,35400,1.0094578266143799
x1,train,35450,1.009250521659851
x1,train,35500,1.0160168409347534
x1,train,35550,1.0159863233566284
x1,train,35600,1.0174167156219482
x1,train,35650,0.9862957000732422
x1,train,35700,0.9991224408149719
x1,train,35750,1.0045859813690186
x1,train,35800,1.0081664323806763
x1,train,35850,1.0104974508285522
x1,train,35900,1.0101802349090576
x1,train,35950,1.0163575410842896
x1,train,36000,1.0217571258544922
x1,train,36050,0.9881795644760132
x1,train,36100,0.9994930028915405
x1,train,36150,1.005105972290039
x1,train,36200,1.0020031929016113
x1,train,36250,1.0114750862121582
