task,split,step,loss
control,train,10200,1.2759959697723389
control,train,10250,1.2719392776489258
control,train,10300,1.2774068117141724
control,train,10350,1.2752972841262817
control,train,10400,1.2625865936279297
control,train,10450,1.2690528631210327
control,train,10500,1.282543659210205
control,train,10550,1.2747448682785034
control,train,10600,1.270017147064209
control,train,10650,1.269731879234314
control,train,10700,1.2720005512237549
control,train,10750,1.2679166793823242
control,train,10800,1.257501482963562
control,train,10850,1.2554795742034912
control,train,10900,1.2625840902328491
control,train,10950,1.2671962976455688
control,train,11000,1.258195161819458
control,train,11050,1.2737466096878052
control,train,11100,1.258925437927246
control,train,11150,1.2774873971939087
control,train,11200,1.276564359664917
control,train,11250,1.2668883800506592
control,train,11300,1.2701364755630493
control,train,11350,1.2644492387771606
control,train,11400,1.2580054998397827
control,train,11450,1.2638084888458252
control,train,11500,1.2567218542099
control,train,11550,1.264478325843811
control,train,11600,1.2624143362045288
control,train,11650,1.2740397453308105
control,train,11700,1.2599588632583618
control,train,11750,1.2690534591674805
control,train,11800,1.2655491828918457
control,train,11850,1.2496609687805176
control,train,11900,1.2511903047561646
control,train,11950,1.2544825077056885
control,train,12000,1.2618743181228638
control,train,12050,1.2472262382507324
control,train,12100,1.2615395784378052
control,train,12150,1.2598477602005005
control,train,12200,1.2633967399597168
control,train,12250,1.259883999824524
control,train,12300,1.2587881088256836
control,train,12350,1.2637978792190552
control,train,12400,1.2567788362503052
control,train,12450,1.2622970342636108
control,train,12500,1.2653138637542725
control,train,12550,1.2629611492156982
control,train,12600,1.2529995441436768
control,train,12650,1.255834698677063
control,train,12700,1.253687858581543
control,train,12750,1.2549020051956177
control,train,12800,1.2597355842590332
control,train,12850,1.2596464157104492
control,train,12900,1.2518349885940552
control,train,12950,1.2363132238388062
control,train,13000,1.2416982650756836
control,train,13050,1.2524398565292358
control,train,13100,1.255335807800293
control,train,13150,1.2552483081817627
control,train,13200,1.246037244796753
control,train,13250,1.2461363077163696
control,train,13300,1.253159999847412
control,train,13350,1.2487289905548096
control,train,13400,1.248834490776062
control,train,13450,1.247909426689148
control,train,13500,1.2547353506088257
control,train,13550,1.2649859189987183
control,train,13600,1.262763261795044
control,train,13650,1.2508909702301025
control,train,13700,1.2498886585235596
control,train,13750,1.250817060470581
control,train,13800,1.2512595653533936
control,train,13850,1.2591956853866577
control,train,13900,1.2562947273254395
control,train,13950,1.2509125471115112
control,train,14000,1.2429687976837158
control,train,14050,1.2430698871612549
control,train,14100,1.2505611181259155
control,train,14150,1.2350887060165405
control,train,14200,1.2388849258422852
control,train,14250,1.243550419807434
control,train,14300,1.241745948791504
control,train,14350,1.2435640096664429
control,train,14400,1.238695502281189
control,train,14450,1.241278052330017
control,train,14500,1.2501020431518555
control,train,14550,1.2562179565429688
control,train,14600,1.2499489784240723
control,train,14650,1.248559594154358
control,train,14700,1.2549138069152832
control,train,14750,1.2476959228515625
control,train,14800,1.2401448488235474
control,train,14850,1.2528537511825562
control,train,14900,1.2549666166305542
control,train,14950,1.255232334136963
control,train,15000,1.2475905418395996
control,train,15050,1.2375693321228027
control,train,15100,1.230521321296692
control,train,15150,1.2478619813919067
control,train,15200,1.236405372619629
control,train,15250,1.237135410308838
control,train,15300,1.2318364381790161
control,train,15350,1.2436307668685913
control,train,15400,1.2530540227890015
control,train,15450,1.2558155059814453
control,train,15500,1.2394778728485107
control,train,15550,1.233766794204712
control,train,15600,1.2482855319976807
control,train,15650,1.2491532564163208
control,train,15700,1.2364232540130615
control,train,15750,1.2408562898635864
control,train,15800,1.2427936792373657
control,train,15850,1.251410722732544
control,train,15900,1.2404588460922241
control,train,15950,1.243219017982483
control,train,16000,1.245219349861145
control,train,16050,1.2483892440795898
control,train,16100,1.240460991859436
control,train,16150,1.2262121438980103
control,train,16200,1.2260327339172363
control,train,16250,1.2315901517868042
control,train,16300,1.235405683517456
control,train,16350,1.2355477809906006
control,train,16400,1.2467998266220093
control,train,16450,1.225601077079773
control,train,16500,1.244827151298523
control,train,16550,1.2468578815460205
control,train,16600,1.2373546361923218
control,train,16650,1.2363040447235107
control,train,16700,1.2433664798736572
control,train,16750,1.2435388565063477
control,train,16800,1.247868537902832
control,train,16850,1.2321373224258423
control,train,16900,1.2441411018371582
control,train,16950,1.2328681945800781
control,train,17000,1.2460365295410156
control,train,17050,1.233978033065796
control,train,17100,1.2414743900299072
control,train,17150,1.2530804872512817
control,train,17200,1.226089596748352
control,train,17250,1.2227296829223633
control,train,17300,1.2274971008300781
control,train,17350,1.2349549531936646
control,train,17400,1.2306634187698364
control,train,17450,1.230972409248352
control,train,17500,1.2332377433776855
control,train,17550,1.2310841083526611
control,train,17600,1.2518885135650635
control,train,17650,1.227604627609253
control,train,17700,1.2402124404907227
control,train,17750,1.2465863227844238
control,train,17800,1.233596920967102
control,train,17850,1.238559365272522
control,train,17900,1.2337288856506348
control,train,17950,1.239271640777588
control,train,18000,1.2383012771606445
control,train,18050,1.2337876558303833
control,train,18100,1.2421491146087646
control,train,18150,1.2393956184387207
control,train,18200,1.2303881645202637
control,train,18250,1.2340903282165527
control,train,18300,1.2207984924316406
control,train,18350,1.224591851234436
control,train,18400,1.2281278371810913
control,train,18450,1.2235100269317627
control,train,18500,1.2399511337280273
control,train,18550,1.2251030206680298
control,train,18600,1.2315154075622559
control,train,18650,1.2210556268692017
control,train,18700,1.227116346359253
control,train,18750,1.2292544841766357
control,train,18800,1.232194185256958
control,train,18850,1.243330955505371
control,train,18900,1.2378870248794556
control,train,18950,1.241490125656128
control,train,19000,1.2296017408370972
control,train,19050,1.2316116094589233
control,train,19100,1.2416054010391235
control,train,19150,1.2309296131134033
control,train,19200,1.2359431982040405
control,train,19250,1.2277408838272095
control,train,19300,1.244879961013794
control,train,19350,1.211850643157959
control,train,19400,1.213148832321167
control,train,19450,1.2292629480361938
control,train,19500,1.2274606227874756
control,train,19550,1.2286087274551392
control,train,19600,1.2270846366882324
control,train,19650,1.23065984249115
control,train,19700,1.226151704788208
control,train,19750,1.2336952686309814
control,train,19800,1.2277805805206299
control,train,19850,1.2346729040145874
control,train,19900,1.2339659929275513
control,train,19950,1.2346595525741577
control,train,20000,1.2361174821853638
control,train,20050,1.2233127355575562
control,train,20100,1.2297520637512207
control,train,20150,1.2228399515151978
control,train,20200,1.2318648099899292
control,train,20250,1.2330933809280396
control,train,20300,1.2286584377288818
control,train,20350,1.2401846647262573
control,train,20400,1.2253656387329102
control,train,20450,1.1998814344406128
control,train,20500,1.2103112936019897
control,train,20550,1.2262272834777832
control,train,20600,1.2099642753601074
control,train,20650,1.228564739227295
control,train,20700,1.2242040634155273
control,train,20750,1.2228751182556152
control,train,20800,1.2283225059509277
control,train,20850,1.2278151512145996
control,train,20900,1.2343335151672363
control,train,20950,1.2181793451309204
control,train,21000,1.2338988780975342
control,train,21050,1.2389442920684814
control,train,21100,1.2221225500106812
control,train,21150,1.230859637260437
control,train,21200,1.2307019233703613
control,train,21250,1.2207703590393066
control,train,21300,1.2354838848114014
control,train,21350,1.2259583473205566
control,train,21400,1.2362792491912842
control,train,21450,1.2285093069076538
control,train,21500,1.2152782678604126
control,train,21550,1.2200264930725098
control,train,21600,1.2167298793792725
control,train,21650,1.2119717597961426
control,train,21700,1.2202630043029785
control,train,21750,1.2144221067428589
control,train,21800,1.22108793258667
control,train,21850,1.2223927974700928
control,train,21900,1.2254786491394043
control,train,21950,1.2177143096923828
control,train,22000,1.222985863685608
control,train,22050,1.2309643030166626
control,train,22100,1.21977961063385
control,train,22150,1.2297053337097168
control,train,22200,1.225366473197937
control,train,22250,1.216583013534546
control,train,22300,1.221785306930542
control,train,22350,1.2267909049987793
control,train,22400,1.2353304624557495
control,train,22450,1.2339165210723877
control,train,22500,1.2292122840881348
control,train,22550,1.2194926738739014
control,train,22600,1.2068965435028076
control,train,22650,1.2111215591430664
control,train,22700,1.2160652875900269
control,train,22750,1.203557014465332
control,train,22800,1.2105470895767212
control,train,22850,1.2193868160247803
control,train,22900,1.2169842720031738
control,train,22950,1.2256150245666504
control,train,23000,1.2165247201919556
control,train,23050,1.2175389528274536
control,train,23100,1.2159024477005005
control,train,23150,1.2277991771697998
control,train,23200,1.2275867462158203
control,train,23250,1.2226097583770752
control,train,23300,1.23199462890625
control,train,23350,1.2201119661331177
control,train,23400,1.2330315113067627
control,train,23450,1.2234184741973877
control,train,23500,1.2357257604599
control,train,23550,1.2269470691680908
control,train,23600,1.2253925800323486
control,train,23650,1.199987769126892
control,train,23700,1.2016319036483765
control,train,23750,1.2067255973815918
control,train,23800,1.2125365734100342
control,train,23850,1.219337821006775
control,train,23900,1.2191996574401855
control,train,23950,1.217026948928833
control,train,24000,1.2171932458877563
control,train,24050,1.2279636859893799
control,train,24100,1.213149905204773
control,train,24150,1.2164198160171509
control,train,24200,1.2276206016540527
control,train,24250,1.2185343503952026
control,train,24300,1.2195134162902832
control,train,24350,1.2157056331634521
control,train,24400,1.2221940755844116
control,train,24450,1.2243728637695312
control,train,24500,1.2278034687042236
control,train,24550,1.230054497718811
control,train,24600,1.2191020250320435
control,train,24650,1.2230759859085083
control,train,24700,1.2229397296905518
control,train,24750,1.2047635316848755
control,train,24800,1.2036943435668945
control,train,24850,1.2112590074539185
control,train,24900,1.2178621292114258
control,train,24950,1.2023272514343262
control,train,25000,1.2241798639297485
control,train,25050,1.2155792713165283
control,train,25100,1.2132084369659424
control,train,25150,1.2143903970718384
control,train,25200,1.2080291509628296
control,train,25250,1.209762692451477
control,train,25300,1.2179797887802124
control,train,25350,1.2204890251159668
control,train,25400,1.2247387170791626
control,train,25450,1.212314248085022
control,train,25500,1.2254232168197632
control,train,25550,1.2194594144821167
control,train,25600,1.2300364971160889
control,train,25650,1.2172163724899292
control,train,25700,1.2146352529525757
control,train,25750,1.2208331823349
control,train,25800,1.207392930984497
control,train,25850,1.1935557126998901
control,train,25900,1.215410828590393
control,train,25950,1.2023087739944458
control,train,26000,1.2259529829025269
control,train,26050,1.2065471410751343
control,train,26100,1.2168515920639038
control,train,26150,1.201311707496643
control,train,26200,1.2240595817565918
control,train,26250,1.2097175121307373
control,train,26300,1.2165662050247192
control,train,26350,1.2153773307800293
control,train,26400,1.2164747714996338
control,train,26450,1.213236927986145
control,train,26500,1.2172867059707642
control,train,26550,1.2085275650024414
control,train,26600,1.2229228019714355
control,train,26650,1.2227634191513062
control,train,26700,1.2154902219772339
control,train,26750,1.2184031009674072
control,train,26800,1.220932960510254
control,train,26850,1.2060168981552124
control,train,26900,1.1865613460540771
control,train,26950,1.2034709453582764
control,train,27000,1.1979507207870483
control,train,27050,1.2090966701507568
control,train,27100,1.2119061946868896
control,train,27150,1.2063995599746704
control,train,27200,1.2101962566375732
control,train,27250,1.2127773761749268
control,train,27300,1.2143349647521973
control,train,27350,1.218113899230957
control,train,27400,1.207220196723938
control,train,27450,1.2124497890472412
control,train,27500,1.2219288349151611
control,train,27550,1.2121877670288086
control,train,27600,1.2191307544708252
control,train,27650,1.214124083518982
control,train,27700,1.2216825485229492
control,train,27750,1.2171027660369873
control,train,27800,1.2118654251098633
control,train,27850,1.2205617427825928
control,train,27900,1.2239686250686646
control,train,27950,1.190134048461914
control,train,28000,1.1945304870605469
control,train,28050,1.202530860900879
control,train,28100,1.200016736984253
control,train,28150,1.2044811248779297
control,train,28200,1.2202482223510742
control,train,28250,1.2031073570251465
control,train,28300,1.2045905590057373
control,train,28350,1.2058517932891846
control,train,28400,1.2197107076644897
control,train,28450,1.2077828645706177
control,train,28500,1.211166501045227
control,train,28550,1.2101755142211914
control,train,28600,1.2147669792175293
control,train,28650,1.2138251066207886
control,train,28700,1.2106696367263794
control,train,28750,1.2164130210876465
control,train,28800,1.2182658910751343
control,train,28850,1.2073264122009277
control,train,28900,1.2235372066497803
control,train,28950,1.2121092081069946
control,train,29000,1.206384539604187
control,train,29050,1.2003222703933716
control,train,29100,1.203221321105957
control,train,29150,1.204074740409851
control,train,29200,1.2034239768981934
control,train,29250,1.2003962993621826
control,train,29300,1.2006231546401978
control,train,29350,1.205767035484314
control,train,29400,1.203791856765747
control,train,29450,1.2084696292877197
control,train,29500,1.2117573022842407
control,train,29550,1.2094638347625732
control,train,29600,1.2030645608901978
control,train,29650,1.2221922874450684
control,train,29700,1.2055706977844238
control,train,29750,1.2102370262145996
control,train,29800,1.210182785987854
control,train,29850,1.219865322113037
control,train,29900,1.2105629444122314
control,train,29950,1.2071185111999512
control,train,30000,1.2177085876464844
control,train,30050,1.2034491300582886
control,train,30100,1.196843147277832
control,train,30150,1.1992084980010986
control,train,30200,1.1981606483459473
control,train,30250,1.201849341392517
control,train,30300,1.197304129600525
control,train,30350,1.2021838426589966
control,train,30400,1.2039484977722168
control,train,30450,1.2081081867218018
control,train,30500,1.2095203399658203
control,train,30550,1.2046457529067993
control,train,30600,1.2064695358276367
control,train,30650,1.2050682306289673
control,train,30700,1.2087745666503906
control,train,30750,1.2063409090042114
control,train,30800,1.207769513130188
control,train,30850,1.212701678276062
control,train,30900,1.2072316408157349
control,train,30950,1.2184094190597534
control,train,31000,1.2063380479812622
control,train,31050,1.2138094902038574
control,train,31100,1.212316632270813
control,train,31150,1.1991714239120483
control,train,31200,1.1812089681625366
control,train,31250,1.1966856718063354
control,train,31300,1.1990594863891602
control,train,31350,1.1991204023361206
control,train,31400,1.197832465171814
control,train,31450,1.1960868835449219
control,train,31500,1.2056357860565186
control,train,31550,1.2144818305969238
control,train,31600,1.197755217552185
control,train,31650,1.202858567237854
control,train,31700,1.2049750089645386
control,train,31750,1.2061529159545898
control,train,31800,1.2019381523132324
control,train,31850,1.2126294374465942
control,train,31900,1.2059248685836792
control,train,31950,1.205277442932129
control,train,32000,1.2010695934295654
control,train,32050,1.2176885604858398
control,train,32100,1.2148864269256592
control,train,32150,1.2087534666061401
control,train,32200,1.2036937475204468
control,train,32250,1.1915591955184937
control,train,32300,1.1899781227111816
control,train,32350,1.201927661895752
control,train,32400,1.195319414138794
control,train,32450,1.1937799453735352
control,train,32500,1.1942663192749023
control,train,32550,1.205423355102539
control,train,32600,1.1924545764923096
control,train,32650,1.1989696025848389
control,train,32700,1.2012724876403809
control,train,32750,1.2032463550567627
control,train,32800,1.1963999271392822
control,train,32850,1.1901448965072632
control,train,32900,1.212561011314392
control,train,32950,1.2129454612731934
control,train,33000,1.2005302906036377
control,train,33050,1.2077586650848389
control,train,33100,1.2084298133850098
control,train,33150,1.2043325901031494
control,train,33200,1.2116659879684448
control,train,33250,1.2186771631240845
control,train,33300,1.1949790716171265
control,train,33350,1.1833481788635254
control,train,33400,1.1859934329986572
control,train,33450,1.1936538219451904
control,train,33500,1.1941330432891846
control,train,33550,1.1980701684951782
control,train,33600,1.1890602111816406
control,train,33650,1.2007969617843628
control,train,33700,1.1953412294387817
control,train,33750,1.204531192779541
control,train,33800,1.2033344507217407
control,train,33850,1.202099323272705
control,train,33900,1.199406623840332
control,train,33950,1.1968283653259277
control,train,34000,1.2096128463745117
control,train,34050,1.2080668210983276
control,train,34100,1.2074333429336548
control,train,34150,1.2131884098052979
control,train,34200,1.2015788555145264
control,train,34250,1.201804757118225
control,train,34300,1.2076300382614136
control,train,34350,1.2001371383666992
control,train,34400,1.1836574077606201
control,train,34450,1.1799544095993042
control,train,34500,1.1902903318405151
control,train,34550,1.1821032762527466
control,train,34600,1.2011522054672241
control,train,34650,1.193326711654663
control,train,34700,1.201419472694397
control,train,34750,1.1888641119003296
control,train,34800,1.1913173198699951
control,train,34850,1.1903332471847534
control,train,34900,1.2060469388961792
control,train,34950,1.2006378173828125
control,train,35000,1.202041506767273
control,train,35050,1.210479974746704
control,train,35100,1.206587314605713
control,train,35150,1.2132400274276733
control,train,35200,1.1923667192459106
control,train,35250,1.204620361328125
control,train,35300,1.2077176570892334
control,train,35350,1.1987148523330688
control,train,35400,1.2144643068313599
control,train,35450,1.1847811937332153
control,train,35500,1.187226414680481
control,train,35550,1.1904124021530151
control,train,35600,1.1877422332763672
control,train,35650,1.1934926509857178
control,train,35700,1.1884410381317139
control,train,35750,1.190432071685791
control,train,35800,1.1864063739776611
control,train,35850,1.200557827949524
control,train,35900,1.1975603103637695
control,train,35950,1.2033861875534058
control,train,36000,1.2002516984939575
control,train,36050,1.1926389932632446
control,train,36100,1.2059687376022339
control,train,36150,1.2034461498260498
control,train,36200,1.200478196144104
control,train,36250,1.2138465642929077
control,train,36300,1.191818118095398
control,train,36350,1.1973958015441895
control,train,36400,1.1966252326965332
control,train,36450,1.1996393203735352
control,train,36500,1.1922441720962524
control,train,36550,1.1787042617797852
control,train,36600,1.1924175024032593
control,train,36650,1.1863750219345093
control,train,36700,1.1893731355667114
control,train,36750,1.1965540647506714
control,train,36800,1.1868623495101929
control,train,36850,1.1941107511520386
control,train,36900,1.200942873954773
control,train,36950,1.201504111289978
control,train,37000,1.1965559720993042
control,train,37050,1.1915299892425537
control,train,37100,1.1847965717315674
control,train,37150,1.1963374614715576
control,train,37200,1.2048366069793701
control,train,37250,1.1991311311721802
control,train,37300,1.1991024017333984
control,train,37350,1.195106029510498
control,train,37400,1.200920820236206
control,train,37450,1.191754937171936
control,train,37500,1.2002615928649902
control,train,37550,1.1997716426849365
control,train,37600,1.181654930114746
control,train,37650,1.1761144399642944
control,train,37700,1.181572437286377
control,train,37750,1.181683897972107
control,train,37800,1.1838865280151367
control,train,37850,1.191440224647522
control,train,37900,1.188970923423767
control,train,37950,1.1856671571731567
control,train,38000,1.199428677558899
control,train,38050,1.187786340713501
control,train,38100,1.1866403818130493
control,train,38150,1.1954436302185059
control,train,38200,1.1913405656814575
control,train,38250,1.1909228563308716
control,train,38300,1.2020717859268188
control,train,38350,1.2060909271240234
control,train,38400,1.2076053619384766
control,train,38450,1.1946637630462646
control,train,38500,1.1969627141952515
control,train,38550,1.19536554813385
control,train,38600,1.205162525177002
control,train,38650,1.1932806968688965
control,train,38700,1.1756213903427124
control,train,38750,1.1898516416549683
control,train,38800,1.1883493661880493
control,train,38850,1.1815894842147827
control,train,38900,1.1896486282348633
control,train,38950,1.1867550611495972
control,train,39000,1.1781917810440063
control,train,39050,1.1814947128295898
control,train,39100,1.1894704103469849
control,train,39150,1.1755836009979248
control,train,39200,1.191355586051941
control,train,39250,1.1930543184280396
control,train,39300,1.1923915147781372
control,train,39350,1.203073263168335
control,train,39400,1.189908742904663
control,train,39450,1.205887794494629
control,train,39500,1.1959967613220215
control,train,39550,1.1985487937927246
control,train,39600,1.2024320363998413
control,train,39650,1.194902777671814
control,train,39700,1.1926409006118774
control,train,39750,1.1852004528045654
control,train,39800,1.1698857545852661
control,train,39850,1.1762486696243286
control,train,39900,1.1829391717910767
control,train,39950,1.179521918296814
control,train,40000,1.1831097602844238
control,train,40050,1.1779074668884277
control,train,40100,1.1805566549301147
control,train,40150,1.1829651594161987
control,train,40200,1.1990408897399902
control,train,40250,1.1932966709136963
control,train,40300,1.189238429069519
control,train,40350,1.1914446353912354
control,train,40400,1.202009677886963
control,train,40450,1.1845604181289673
control,train,40500,1.1875836849212646
control,train,40550,1.1983766555786133
control,train,40600,1.194867730140686
control,train,40650,1.190621018409729
control,train,40700,1.201424241065979
control,train,40750,1.2041370868682861
control,train,40800,1.1876823902130127
control,train,40850,1.1706461906433105
control,train,40900,1.1804041862487793
control,train,40950,1.1798255443572998
control,train,41000,1.1787521839141846
control,train,41050,1.1786638498306274
control,train,41100,1.1935219764709473
control,train,41150,1.182997703552246
control,train,41200,1.1850593090057373
control,train,41250,1.1862530708312988
control,train,41300,1.1808111667633057
control,train,41350,1.2003687620162964
control,train,41400,1.1842705011367798
control,train,41450,1.1826577186584473
control,train,41500,1.1890870332717896
control,train,41550,1.1918261051177979
control,train,41600,1.1867364645004272
control,train,41650,1.1877630949020386
control,train,41700,1.1893603801727295
control,train,41750,1.1929428577423096
control,train,41800,1.196869134902954
control,train,41850,1.194501280784607
control,train,41900,1.167431354522705
control,train,41950,1.177140235900879
control,train,42000,1.1641170978546143
control,train,42050,1.1713929176330566
control,train,42100,1.1837509870529175
control,train,42150,1.1900900602340698
control,train,42200,1.1792863607406616
control,train,42250,1.1871097087860107
control,train,42300,1.1790356636047363
control,train,42350,1.1832051277160645
control,train,42400,1.185408115386963
control,train,42450,1.1863234043121338
control,train,42500,1.1838312149047852
control,train,42550,1.1986435651779175
control,train,42600,1.1897376775741577
control,train,42650,1.1946213245391846
control,train,42700,1.197508692741394
control,train,42750,1.1927261352539062
control,train,42800,1.1910744905471802
control,train,42850,1.1846119165420532
control,train,42900,1.1870025396347046
control,train,42950,1.1796954870224
control,train,43000,1.1798042058944702
control,train,43050,1.168924331665039
control,train,43100,1.1770265102386475
control,train,43150,1.1781532764434814
control,train,43200,1.175837755203247
control,train,43250,1.1767127513885498
control,train,43300,1.1906050443649292
control,train,43350,1.1780527830123901
control,train,43400,1.1709376573562622
control,train,43450,1.193536400794983
control,train,43500,1.1773701906204224
control,train,43550,1.1890177726745605
control,train,43600,1.179627776145935
control,train,43650,1.1937174797058105
control,train,43700,1.1781055927276611
control,train,43750,1.1891270875930786
control,train,43800,1.189197063446045
control,train,43850,1.1839346885681152
control,train,43900,1.1928390264511108
control,train,43950,1.191164255142212
control,train,44000,1.18378746509552
control,train,44050,1.1625890731811523
control,train,44100,1.1610078811645508
control,train,44150,1.1699001789093018
control,train,44200,1.1679930686950684
control,train,44250,1.1742244958877563
control,train,44300,1.1889946460723877
control,train,44350,1.1781593561172485
