time,gpu_util,gpu_vram_mb,gpu_temp,cpu_pct,ram_pct,disk_read_mb_s,disk_write_mb_s
16:37:25,39,306.0,71.0,18,30,0.0,0.0
16:37:27,17,306.0,71.0,16,30,0.0,0.1
16:37:29,39,306.0,71.0,18,30,0.0,0.0
16:37:31,32,306.0,71.0,16,30,0.1,0.3
16:37:33,39,306.0,71.0,17,30,0.0,0.1
16:37:35,28,306.0,71.0,18,30,0.0,0.2
16:37:37,39,306.0,71.0,18,30,0.0,0.0
16:37:39,39,306.0,70.0,18,30,0.0,0.1
16:37:41,17,306.0,71.0,17,30,0.0,0.0
16:37:43,38,306.0,70.0,19,30,0.0,0.1
16:37:45,32,306.0,71.0,16,30,0.0,0.0
16:37:48,35,306.0,70.0,17,30,0.0,0.0
16:37:50,39,306.0,71.0,17,30,0.0,0.1
16:37:52,17,306.0,71.0,18,30,0.0,0.1
16:37:54,27,306.0,71.0,19,30,0.0,0.6
16:37:56,23,306.0,71.0,19,30,0.0,0.0
16:37:58,39,306.0,71.0,18,30,0.0,0.0
16:38:00,41,306.0,71.0,21,30,0.0,0.0
16:38:02,26,306.0,71.0,17,30,0.0,0.0
16:38:04,39,306.0,71.0,17,30,0.0,0.1
16:38:06,16,306.0,71.0,17,30,0.0,0.0
16:38:08,39,306.0,70.0,17,30,0.0,0.2
16:38:10,32,306.0,71.0,18,30,0.0,0.0
16:38:12,34,306.0,71.0,16,30,0.0,0.0
16:38:14,38,306.0,71.0,18,30,0.0,0.1
16:38:16,16,306.0,71.0,17,30,0.0,0.0
16:38:18,39,306.0,71.0,20,30,0.0,0.1
16:38:20,28,306.0,71.0,19,30,0.0,0.0
16:38:22,39,306.0,71.0,18,30,0.0,0.0
16:38:24,38,306.0,70.0,16,30,0.0,0.4
16:38:27,17,306.0,71.0,18,30,0.0,0.0
16:38:29,21,306.0,72.0,17,30,0.0,0.1
16:38:31,22,306.0,71.0,17,30,0.0,0.4
16:38:33,33,306.0,71.0,18,30,0.0,0.0
