time,gpu_util,gpu_vram_mb,gpu_temp,cpu_pct,ram_pct,disk_read_mb_s,disk_write_mb_s
16:36:54,45,306.0,71.0,18,30,0.0,0.4
16:36:56,19,306.0,71.0,18,30,0.0,1.7
16:36:58,36,306.0,71.0,18,30,0.1,0.2
16:37:00,37,306.0,71.0,18,30,0.0,0.0
16:37:02,17,306.0,71.0,19,30,0.0,2.3
16:37:04,39,306.0,71.0,18,30,0.0,0.1
16:37:06,45,306.0,71.0,18,30,0.0,0.0
16:37:09,19,306.0,71.0,17,30,0.0,0.1
16:37:11,36,306.0,71.0,17,30,0.0,0.0
16:37:13,39,306.0,71.0,17,30,0.0,0.1
16:37:15,16,306.0,71.0,18,30,0.0,0.0
16:37:17,28,306.0,71.0,17,30,0.0,0.0
16:37:19,20,306.0,71.0,18,30,0.0,0.5
16:37:21,24,306.0,71.0,18,30,0.0,0.4
16:37:23,40,306.0,71.0,19,30,0.0,0.5
